"","Sample","N_allcells","N_cancercells","Method_other","value_other","value_panctc","Metr"
"951","GSE199994_HD1+GSE215120_Melanoma",7086,10,"scATOMIC",1,1,"Specificity"
"952","GSE199994_HD1+GSE215120_Melanoma",7101,25,"scATOMIC",1,1,"Specificity"
"953","GSE199994_HD1+GSE215120_Melanoma",7176,100,"scATOMIC",1,1,"Specificity"
"954","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"scATOMIC",1,1,"Specificity"
"955","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"scATOMIC",1,1,"Specificity"
"956","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"scATOMIC",1,1,"Specificity"
"957","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"scATOMIC",1,1,"Specificity"
"958","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"scATOMIC",1,1,"Specificity"
"959","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"scATOMIC",1,1,"Specificity"
"960","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"scATOMIC",1,1,"Specificity"
"961","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"scATOMIC",1,1,"Specificity"
"962","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"scATOMIC",1,1,"Specificity"
"963","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"scATOMIC",1,1,"Specificity"
"964","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"scATOMIC",1,1,"Specificity"
"965","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"scATOMIC",1,NA,"Specificity"
"966","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"scATOMIC",1,1,"Specificity"
"967","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"scATOMIC",1,1,"Specificity"
"968","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"scATOMIC",1,1,"Specificity"
"969","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"scATOMIC",1,1,"Specificity"
"970","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"scATOMIC",1,1,"Specificity"
"971","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"scATOMIC",1,1,"Specificity"
"972","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"scATOMIC",1,1,"Specificity"
"973","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"scATOMIC",1,1,"Specificity"
"974","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"scATOMIC",1,1,"Specificity"
"975","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"scATOMIC",1,1,"Specificity"
"976","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"scATOMIC",1,1,"Specificity"
"977","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"scATOMIC",1,1,"Specificity"
"978","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"979","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"980","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"981","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"982","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"983","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"984","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"985","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"986","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"987","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"988","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"989","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"990","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"991","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"992","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"993","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"994","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"995","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"996","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"997","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"998","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"999","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1000","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1001","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1002","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1003","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1004","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1005","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1006","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1007","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1008","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1009","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1010","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1011","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1012","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1013","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1014","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1015","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1016","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1017","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1018","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1019","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1020","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1021","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1022","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1023","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1024","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1025","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1026","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1027","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1028","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1029","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1030","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1031","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1032","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1033","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1034","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1035","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1036","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1037","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1038","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1039","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1040","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1041","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1042","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1043","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1044","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1045","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1046","GSE199994_HD1+GSE215120_Melanoma",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1047","GSE199994_HD1+GSE215120_Melanoma",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1048","GSE199994_HD1+GSE215120_Melanoma",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1049","GSE199994_HD1+GSE215120_Melanoma",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1050","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1051","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1052","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1053","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1054","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1055","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1056","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1057","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1058","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1059","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1060","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1061","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"scfoundation",0.982899943,NA,"Specificity"
"1062","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1063","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1064","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1065","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1066","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1067","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1068","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1069","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1070","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"scfoundation",0.982899943,1,"Specificity"
"1071","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"scfoundation",0.982899943,1,"Specificity"
"1072","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"scfoundation",0.982899943,1,"Specificity"
"1073","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"scfoundation",0.982899943,1,"Specificity"
"1074","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"scGPT",1,1,"Specificity"
"1075","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"scGPT",1,1,"Specificity"
"1076","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"scGPT",1,1,"Specificity"
"1077","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"scGPT",1,1,"Specificity"
"1078","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1079","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1080","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1081","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1082","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1083","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1084","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1085","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1086","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1087","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1088","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1089","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1090","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"scGPT",1,1,"Specificity"
"1091","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"scGPT",1,1,"Specificity"
"1092","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"scGPT",1,1,"Specificity"
"1093","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"scGPT",1,1,"Specificity"
"1094","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"scGPT",1,1,"Specificity"
"1095","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"scGPT",1,1,"Specificity"
"1096","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"scGPT",1,1,"Specificity"
"1097","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"scGPT",1,1,"Specificity"
"1098","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"scGPT",1,1,"Specificity"
"1099","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"scGPT",1,1,"Specificity"
"1100","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"scGPT",1,1,"Specificity"
"1101","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"scGPT",1,1,"Specificity"
"1102","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1103","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1104","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1105","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1106","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1107","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1108","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1109","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1110","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"scGPT",1,1,"Specificity"
"1111","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"scGPT",1,1,"Specificity"
"1112","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"scGPT",1,1,"Specificity"
"1113","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"scGPT",1,1,"Specificity"
"1114","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1115","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1116","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1117","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1118","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"scGPT",1,1,"Specificity"
"1119","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"scGPT",1,1,"Specificity"
"1120","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"scGPT",1,1,"Specificity"
"1121","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"scGPT",1,1,"Specificity"
"1122","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1123","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1124","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1125","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1126","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1127","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1128","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1129","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1130","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"scGPT",1,1,"Specificity"
"1131","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"scGPT",1,1,"Specificity"
"1132","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"scGPT",1,1,"Specificity"
"1133","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"scGPT",1,1,"Specificity"
"1134","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"scGPT",1,1,"Specificity"
"1135","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"scGPT",1,1,"Specificity"
"1136","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"scGPT",1,1,"Specificity"
"1137","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"scGPT",1,1,"Specificity"
"1138","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"scGPT",1,1,"Specificity"
"1139","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"scGPT",1,1,"Specificity"
"1140","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"scGPT",1,1,"Specificity"
"1141","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"scGPT",1,1,"Specificity"
"1142","GSE199994_HD1+GSE215120_Melanoma",7079,3,"scGPT",1,1,"Specificity"
"1143","GSE199994_HD1+GSE215120_Melanoma",7086,10,"scGPT",1,1,"Specificity"
"1144","GSE199994_HD1+GSE215120_Melanoma",7101,25,"scGPT",1,1,"Specificity"
"1145","GSE199994_HD1+GSE215120_Melanoma",7176,100,"scGPT",1,1,"Specificity"
"1146","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"scGPT",1,1,"Specificity"
"1147","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"scGPT",1,1,"Specificity"
"1148","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"scGPT",1,1,"Specificity"
"1149","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"scGPT",1,1,"Specificity"
"1150","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"scGPT",1,1,"Specificity"
"1151","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"scGPT",1,1,"Specificity"
"1152","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"scGPT",1,1,"Specificity"
"1153","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"scGPT",1,1,"Specificity"
"1154","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"scGPT",1,1,"Specificity"
"1155","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"scGPT",1,1,"Specificity"
"1156","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"scGPT",1,1,"Specificity"
"1157","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"scGPT",1,NA,"Specificity"
"1158","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"scGPT",1,1,"Specificity"
"1159","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"scGPT",1,1,"Specificity"
"1160","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"scGPT",1,1,"Specificity"
"1161","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"scGPT",1,1,"Specificity"
"1162","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"scGPT",1,1,"Specificity"
"1163","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"scGPT",1,1,"Specificity"
"1164","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"scGPT",1,1,"Specificity"
"1165","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"scGPT",1,1,"Specificity"
"1166","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"scGPT",1,1,"Specificity"
"1167","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"scGPT",1,1,"Specificity"
"1168","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"scGPT",1,1,"Specificity"
"1169","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"scGPT",1,1,"Specificity"
"1170","Immune+GSE132465_CRC_Epi",10003,3,"copykat",0.8848,1,"Specificity"
"1171","Immune+GSE132465_CRC_Epi",10025,25,"copykat",0.8859,1,"Specificity"
"1172","Immune+GSE155698_PDAC_Epi",10025,25,"copykat",0.8872,1,"Specificity"
"1173","Immune+GSE176078_BC_Epi",10003,3,"copykat",0.8858,1,"Specificity"
"1174","Immune+GSE176078_BC_Epi",10010,10,"copykat",0.8871,1,"Specificity"
"1175","Immune+GSE176078_BC_Epi",10025,25,"copykat",0.887,1,"Specificity"
"1176","Immune+GSE176078_BC_Epi",10100,100,"copykat",0.884,1,"Specificity"
"1177","Immune+GSE178318_CRC_Epi",10010,10,"copykat",0.8858,1,"Specificity"
"1178","Immune+GSE193337_Prostate_Epi",10003,3,"copykat",0.8859,1,"Specificity"
"1179","Immune+GSE193337_Prostate_Epi",10025,25,"copykat",0.8863,1,"Specificity"
"1180","Immune+GSE176031_Prostate_Epi",10003,3,"copykat",0.8883,1,"Specificity"
"1181","Immune+GSM3946506_Mela_cl",10003,3,"copykat",0.8891,1,"Specificity"
"1182","Immune+GSM3946506_Mela_cl",10010,10,"copykat",0.8854,1,"Specificity"
"1183","Immune+GSM3946506_Mela_cl",10025,25,"copykat",0.8869,1,"Specificity"
"1184","Immune+GSM3946506_Mela_cl",10100,100,"copykat",0.8877,1,"Specificity"
"1185","Immune+GSE215120_Melanoma",10003,3,"copykat",0.8854,1,"Specificity"
"1186","Immune+GSE215120_Melanoma",10010,10,"copykat",0.8867,1,"Specificity"
"1187","Immune+GSE215120_Melanoma",10025,25,"copykat",0.8874,1,"Specificity"
"1188","Immune+GSE215120_Melanoma",10100,100,"copykat",0.8865,1,"Specificity"
"1189","Immune+Cervix_PreT1_malignant",10003,3,"copykat",0.8854,1,"Specificity"
"1190","Immune+Cervix_PreT1_malignant",10010,10,"copykat",0.8878,1,"Specificity"
"1191","Immune+Cervix_PreT1_malignant",10025,25,"copykat",0.886,1,"Specificity"
"1192","Immune+Cervix_PreT1_malignant",10100,100,"copykat",0.8873,1,"Specificity"
"1193","Immune+Cervix_PreT2_malignant",10003,3,"copykat",0.8861,1,"Specificity"
"1194","Immune+Cervix_PreT2_malignant",10010,10,"copykat",0.8871,1,"Specificity"
"1195","Immune+Cervix_PreT2_malignant",10025,25,"copykat",0.8895,1,"Specificity"
"1196","Immune+Cervix_PreT2_malignant",10100,100,"copykat",0.8867,1,"Specificity"
"1197","Immune+Cervix_PreT3_malignant",10003,3,"copykat",0.8852,1,"Specificity"
"1198","Immune+Cervix_PreT3_malignant",10010,10,"copykat",0.1246,1,"Specificity"
"1199","Immune+Cervix_PreT3_malignant",10025,25,"copykat",0.1286,1,"Specificity"
"1200","Immune+Cervix_PreT3_malignant",10100,100,"copykat",0.8864,1,"Specificity"
"1201","Immune+Cervix_T2Dur3_malignant",10003,3,"copykat",0.8874,1,"Specificity"
"1202","Immune+Cervix_T2Dur3_malignant",10010,10,"copykat",0.8864,1,"Specificity"
"1203","Immune+Cervix_T2Dur3_malignant",10025,25,"copykat",0.887,1,"Specificity"
"1204","Immune+Cervix_T2Dur3_malignant",10100,100,"copykat",0.8869,1,"Specificity"
"1205","Immune+Cervix_T3Dur3_malignant",10003,3,"copykat",0.8934,1,"Specificity"
"1206","Immune+Cervix_T3Dur3_malignant",10010,10,"copykat",0.887,1,"Specificity"
"1207","Immune+Cervix_T3Dur3_malignant",10025,25,"copykat",0.8866,1,"Specificity"
"1208","Immune+Cervix_T3Dur3_malignant",10100,100,"copykat",0.8879,1,"Specificity"
"1209","Immune+Cervix_Tumorhn115_malignant",10010,10,"copykat",0.8878,1,"Specificity"
"1210","Immune+GSE132465_CRC_Epi",10003,3,"CTCTracer",0.0042,1,"Specificity"
"1211","Immune+GSE132465_CRC_Epi",10025,25,"CTCTracer",0.0052,1,"Specificity"
"1212","Immune+GSE155698_PDAC_Epi",10025,25,"CTCTracer",0.0069,1,"Specificity"
"1213","Immune+GSE176078_BC_Epi",10003,3,"CTCTracer",0.0055,1,"Specificity"
"1214","Immune+GSE176078_BC_Epi",10010,10,"CTCTracer",0.0059,1,"Specificity"
"1215","Immune+GSE176078_BC_Epi",10025,25,"CTCTracer",0.0054,1,"Specificity"
"1216","Immune+GSE176078_BC_Epi",10100,100,"CTCTracer",0.0067,1,"Specificity"
"1217","Immune+GSE178318_CRC_Epi",10010,10,"CTCTracer",0.005,1,"Specificity"
"1218","Immune+GSE193337_Prostate_Epi",10003,3,"CTCTracer",0.0052,1,"Specificity"
"1219","Immune+GSE193337_Prostate_Epi",10025,25,"CTCTracer",0.0057,1,"Specificity"
