"","Sample","N_allcells","N_cancercells","Method_other","value_other","value_panctc","Metr"
"1","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"copykat",0,1,"Sensitivity"
"2","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"copykat",0,1,"Sensitivity"
"3","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"copykat",0.16,1,"Sensitivity"
"4","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"copykat",0,1,"Sensitivity"
"5","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"copykat",1,1,"Sensitivity"
"6","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"7","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"8","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"copykat",0.91,1,"Sensitivity"
"9","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"10","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"copykat",0.7,1,"Sensitivity"
"11","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"12","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"copykat",0,0.99,"Sensitivity"
"13","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"14","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"15","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"16","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"copykat",0,1,"Sensitivity"
"17","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"copykat",0,1,"Sensitivity"
"18","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"copykat",0,1,"Sensitivity"
"19","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"copykat",0,1,"Sensitivity"
"20","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"copykat",0,1,"Sensitivity"
"21","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"copykat",0,1,"Sensitivity"
"22","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"copykat",0,1,"Sensitivity"
"23","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"copykat",0,1,"Sensitivity"
"24","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"copykat",0,1,"Sensitivity"
"25","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"copykat",0,1,"Sensitivity"
"26","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"copykat",0.8,1,"Sensitivity"
"27","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"copykat",0,1,"Sensitivity"
"28","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"copykat",0,1,"Sensitivity"
"29","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"30","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"31","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"32","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"copykat",0,1,"Sensitivity"
"33","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"34","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"35","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"copykat",0.96,1,"Sensitivity"
"36","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"copykat",0,0.99,"Sensitivity"
"37","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"copykat",0,1,"Sensitivity"
"38","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"copykat",0,1,"Sensitivity"
"39","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"copykat",0,1,"Sensitivity"
"40","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"copykat",0,1,"Sensitivity"
"41","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"42","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"43","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"44","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"copykat",0,1,"Sensitivity"
"45","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"copykat",1,1,"Sensitivity"
"46","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"copykat",0,1,"Sensitivity"
"47","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"copykat",0,1,"Sensitivity"
"48","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"copykat",0,1,"Sensitivity"
"49","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"50","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"copykat",0,0.99,"Sensitivity"
"51","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"copykat",0.333333333333333,1,"Sensitivity"
"52","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"53","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"copykat",0,1,"Sensitivity"
"54","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"55","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"56","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"copykat",0,1,"Sensitivity"
"57","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"copykat",0.666666666666667,0.66666667,"Sensitivity"
"58","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"copykat",0,1,"Sensitivity"
"59","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"copykat",0.08,1,"Sensitivity"
"60","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"copykat",0,0.99,"Sensitivity"
"61","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"copykat",0,1,"Sensitivity"
"62","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"copykat",0,0.9,"Sensitivity"
"63","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"copykat",0,1,"Sensitivity"
"64","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"copykat",0,1,"Sensitivity"
"65","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"copykat",0,1,"Sensitivity"
"66","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"copykat",0,1,"Sensitivity"
"67","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"copykat",0,1,"Sensitivity"
"68","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"copykat",0,1,"Sensitivity"
"69","GSE199994_HD1+GSE215120_Melanoma",7079,3,"copykat",0.333333333333333,1,"Sensitivity"
"70","GSE199994_HD1+GSE215120_Melanoma",7086,10,"copykat",0,1,"Sensitivity"
"71","GSE199994_HD1+GSE215120_Melanoma",7101,25,"copykat",0,1,"Sensitivity"
"72","GSE199994_HD1+GSE215120_Melanoma",7176,100,"copykat",0,1,"Sensitivity"
"73","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"copykat",1,1,"Sensitivity"
"74","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"copykat",0,1,"Sensitivity"
"75","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"copykat",0.04,1,"Sensitivity"
"76","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"copykat",0,1,"Sensitivity"
"77","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"copykat",0,1,"Sensitivity"
"78","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"copykat",0,1,"Sensitivity"
"79","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"copykat",0,1,"Sensitivity"
"80","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"copykat",0,1,"Sensitivity"
"81","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"copykat",0.333333333333333,1,"Sensitivity"
"82","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"copykat",0.7,1,"Sensitivity"
"83","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"copykat",0.16,0.88,"Sensitivity"
"84","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"copykat",0.01,0.96,"Sensitivity"
"85","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"copykat",0.666666666666667,1,"Sensitivity"
"86","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"copykat",0,1,"Sensitivity"
"87","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"copykat",0.04,1,"Sensitivity"
"88","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"copykat",0,1,"Sensitivity"
"89","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"copykat",0.666666666666667,1,"Sensitivity"
"90","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"copykat",0,1,"Sensitivity"
"91","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"copykat",0.04,1,"Sensitivity"
"92","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"copykat",0.82,1,"Sensitivity"
"93","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"copykat",0,1,"Sensitivity"
"94","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"copykat",0,1,"Sensitivity"
"95","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"copykat",0,1,"Sensitivity"
"96","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"copykat",0,1,"Sensitivity"
"97","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"98","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"99","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"CTCTracer",0.16,1,"Sensitivity"
"100","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"101","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"CTCTracer",1,1,"Sensitivity"
"102","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"103","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"104","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"CTCTracer",0.91,1,"Sensitivity"
"105","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"106","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"CTCTracer",0.7,1,"Sensitivity"
"107","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"108","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"CTCTracer",0,0.99,"Sensitivity"
"109","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"110","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"111","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"112","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"113","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"114","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"115","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"116","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"117","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"118","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"119","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"120","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"121","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"122","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"CTCTracer",0.8,1,"Sensitivity"
"123","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"124","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"125","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"126","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"127","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"128","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"129","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"130","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"131","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"CTCTracer",0.96,1,"Sensitivity"
"132","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"CTCTracer",0,0.99,"Sensitivity"
"133","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"134","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"135","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"136","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"137","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"138","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"139","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"140","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"141","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"CTCTracer",1,1,"Sensitivity"
"142","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"143","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"144","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"145","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"146","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"CTCTracer",0,0.99,"Sensitivity"
"147","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"CTCTracer",0.333333333333333,1,"Sensitivity"
"148","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"149","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"150","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"151","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"152","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"153","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"CTCTracer",0.666666666666667,0.66666667,"Sensitivity"
"154","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"CTCTracer",0,1,"Sensitivity"
"155","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"CTCTracer",0.08,1,"Sensitivity"
"156","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"CTCTracer",0,0.99,"Sensitivity"
"157","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"CTCTracer",0,1,"Sensitivity"
"158","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"CTCTracer",0,0.9,"Sensitivity"
"159","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"CTCTracer",0,1,"Sensitivity"
"160","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"CTCTracer",0,1,"Sensitivity"
"161","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"CTCTracer",0,1,"Sensitivity"
"162","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"CTCTracer",0,1,"Sensitivity"
"163","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"CTCTracer",0,1,"Sensitivity"
"164","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"CTCTracer",0,1,"Sensitivity"
"165","GSE199994_HD1+GSE215120_Melanoma",7079,3,"CTCTracer",0.333333333333333,1,"Sensitivity"
"166","GSE199994_HD1+GSE215120_Melanoma",7086,10,"CTCTracer",0,1,"Sensitivity"
"167","GSE199994_HD1+GSE215120_Melanoma",7101,25,"CTCTracer",0,1,"Sensitivity"
"168","GSE199994_HD1+GSE215120_Melanoma",7176,100,"CTCTracer",0,1,"Sensitivity"
"169","GSE199994_HD1+Cervix_PreT1_malignant",7079,3,"CTCTracer",1,1,"Sensitivity"
"170","GSE199994_HD1+Cervix_PreT1_malignant",7086,10,"CTCTracer",0,1,"Sensitivity"
"171","GSE199994_HD1+Cervix_PreT1_malignant",7101,25,"CTCTracer",0.04,1,"Sensitivity"
"172","GSE199994_HD1+Cervix_PreT1_malignant",7176,100,"CTCTracer",0,1,"Sensitivity"
"173","GSE199994_HD1+Cervix_PreT2_malignant",7079,3,"CTCTracer",0,1,"Sensitivity"
"174","GSE199994_HD1+Cervix_PreT2_malignant",7086,10,"CTCTracer",0,1,"Sensitivity"
"175","GSE199994_HD1+Cervix_PreT2_malignant",7101,25,"CTCTracer",0,1,"Sensitivity"
"176","GSE199994_HD1+Cervix_PreT2_malignant",7176,100,"CTCTracer",0,1,"Sensitivity"
"177","GSE199994_HD1+Cervix_PreT3_malignant",7079,3,"CTCTracer",0.333333333333333,1,"Sensitivity"
"178","GSE199994_HD1+Cervix_PreT3_malignant",7086,10,"CTCTracer",0.7,1,"Sensitivity"
"179","GSE199994_HD1+Cervix_PreT3_malignant",7101,25,"CTCTracer",0.16,0.88,"Sensitivity"
"180","GSE199994_HD1+Cervix_PreT3_malignant",7176,100,"CTCTracer",0.01,0.96,"Sensitivity"
"181","GSE199994_HD1+Cervix_T2Dur3_malignant",7079,3,"CTCTracer",0.666666666666667,1,"Sensitivity"
"182","GSE199994_HD1+Cervix_T2Dur3_malignant",7086,10,"CTCTracer",0,1,"Sensitivity"
"183","GSE199994_HD1+Cervix_T2Dur3_malignant",7101,25,"CTCTracer",0.04,1,"Sensitivity"
"184","GSE199994_HD1+Cervix_T2Dur3_malignant",7176,100,"CTCTracer",0,1,"Sensitivity"
"185","GSE199994_HD1+Cervix_T3Dur3_malignant",7079,3,"CTCTracer",0.666666666666667,1,"Sensitivity"
"186","GSE199994_HD1+Cervix_T3Dur3_malignant",7086,10,"CTCTracer",0,1,"Sensitivity"
"187","GSE199994_HD1+Cervix_T3Dur3_malignant",7101,25,"CTCTracer",0.04,1,"Sensitivity"
"188","GSE199994_HD1+Cervix_T3Dur3_malignant",7176,100,"CTCTracer",0.82,1,"Sensitivity"
"189","GSE199994_HD1+Cervix_Tumorhn115_malignant",7079,3,"CTCTracer",0,1,"Sensitivity"
"190","GSE199994_HD1+Cervix_Tumorhn115_malignant",7086,10,"CTCTracer",0,1,"Sensitivity"
"191","GSE199994_HD1+Cervix_Tumorhn115_malignant",7101,25,"CTCTracer",0,1,"Sensitivity"
"192","GSE199994_HD1+Cervix_Tumorhn115_malignant",7176,100,"CTCTracer",0,1,"Sensitivity"
"193","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"scATOMIC",0.666666667,1,"Sensitivity"
"194","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"195","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"196","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"scATOMIC",0.71,1,"Sensitivity"
"197","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"scATOMIC",0.666666667,1,"Sensitivity"
"198","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"scATOMIC",0.9,1,"Sensitivity"
"199","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"scATOMIC",0.96,1,"Sensitivity"
"200","GSE199994_HD1+GSE132465_CRC_Epi",7176,100,"scATOMIC",1,1,"Sensitivity"
"201","GSE199994_HD1+GSE155698_PDAC_Epi",7079,3,"scATOMIC",0.666666667,1,"Sensitivity"
"202","GSE199994_HD1+GSE155698_PDAC_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"203","GSE199994_HD1+GSE155698_PDAC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"204","GSE199994_HD1+GSE155698_PDAC_Epi",7176,100,"scATOMIC",1,0.99,"Sensitivity"
"205","GSE199994_HD1+GSE162025_NPC_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"206","GSE199994_HD1+GSE162025_NPC_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"207","GSE199994_HD1+GSE162025_NPC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"208","GSE199994_HD1+GSE162025_NPC_Epi",7176,100,"scATOMIC",0.98,1,"Sensitivity"
"209","GSE199994_HD1+GSE168652_Cervix_Epi",7079,3,"scATOMIC",0.666666667,1,"Sensitivity"
"210","GSE199994_HD1+GSE168652_Cervix_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"211","GSE199994_HD1+GSE168652_Cervix_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"212","GSE199994_HD1+GSE168652_Cervix_Epi",7176,100,"scATOMIC",0.61,1,"Sensitivity"
"213","GSE199994_HD1+GSE173682_Endome_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"214","GSE199994_HD1+GSE173682_Endome_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"215","GSE199994_HD1+GSE173682_Endome_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"216","GSE199994_HD1+GSE173682_Endome_Epi",7176,100,"scATOMIC",1,1,"Sensitivity"
"217","GSE199994_HD1+GSE173682_Ovarian_Epi",7079,3,"scATOMIC",1,1,"Sensitivity"
"218","GSE199994_HD1+GSE173682_Ovarian_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"219","GSE199994_HD1+GSE173682_Ovarian_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"220","GSE199994_HD1+GSE173682_Ovarian_Epi",7176,100,"scATOMIC",1,1,"Sensitivity"
"221","GSE199994_HD1+GSE176078_BC_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"222","GSE199994_HD1+GSE176078_BC_Epi",7086,10,"scATOMIC",0.9,1,"Sensitivity"
"223","GSE199994_HD1+GSE176078_BC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"224","GSE199994_HD1+GSE176078_BC_Epi",7176,100,"scATOMIC",1,1,"Sensitivity"
"225","GSE199994_HD1+GSE178318_CRC_Epi",7079,3,"scATOMIC",1,1,"Sensitivity"
"226","GSE199994_HD1+GSE178318_CRC_Epi",7086,10,"scATOMIC",0.9,1,"Sensitivity"
"227","GSE199994_HD1+GSE178318_CRC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"228","GSE199994_HD1+GSE178318_CRC_Epi",7176,100,"scATOMIC",0.99,0.99,"Sensitivity"
"229","GSE199994_HD1+GSE193337_Prostate_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"230","GSE199994_HD1+GSE193337_Prostate_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"231","GSE199994_HD1+GSE193337_Prostate_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"232","GSE199994_HD1+GSE193337_Prostate_Epi",7176,100,"scATOMIC",0.5,1,"Sensitivity"
"233","GSE199994_HD1+OMIX001073_GC_Epi",7079,3,"scATOMIC",0.666666667,1,"Sensitivity"
"234","GSE199994_HD1+OMIX001073_GC_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"235","GSE199994_HD1+OMIX001073_GC_Epi",7101,25,"scATOMIC",0.84,1,"Sensitivity"
"236","GSE199994_HD1+OMIX001073_GC_Epi",7176,100,"scATOMIC",0.88,1,"Sensitivity"
"237","GSE199994_HD1+GSE148071_LUNG_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"238","GSE199994_HD1+GSE148071_LUNG_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"239","GSE199994_HD1+GSE148071_LUNG_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"240","GSE199994_HD1+GSE148071_LUNG_Epi",7176,100,"scATOMIC",0.7,1,"Sensitivity"
"241","GSE199994_HD1+GSE150430_NPC_Epi",7079,3,"scATOMIC",0.666666667,1,"Sensitivity"
"242","GSE199994_HD1+GSE150430_NPC_Epi",7176,100,"scATOMIC",1,0.99,"Sensitivity"
"243","GSE199994_HD1+GSE150825_NPC_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"244","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scATOMIC",0.9,1,"Sensitivity"
"245","GSE199994_HD1+GSE150825_NPC_Epi",7086,10,"scATOMIC",0.9,1,"Sensitivity"
"246","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"247","GSE199994_HD1+GSE150825_NPC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"248","GSE199994_HD1+GSE150825_NPC_Epi",7176,100,"scATOMIC",0.58,1,"Sensitivity"
"249","GSE199994_HD1+GSE176031_Prostate_Epi",7079,3,"scATOMIC",0,0.66666667,"Sensitivity"
"250","GSE199994_HD1+GSE176031_Prostate_Epi",7086,10,"scATOMIC",1,1,"Sensitivity"
"251","GSE199994_HD1+GSE176031_Prostate_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"252","GSE199994_HD1+GSE176031_Prostate_Epi",7176,100,"scATOMIC",1,0.99,"Sensitivity"
"253","GSE199994_HD1+GSE149614_HCC_Epi",7079,3,"scATOMIC",0,1,"Sensitivity"
"254","GSE199994_HD1+GSE149614_HCC_Epi",7086,10,"scATOMIC",0.8,0.9,"Sensitivity"
"255","GSE199994_HD1+GSE149614_HCC_Epi",7101,25,"scATOMIC",1,1,"Sensitivity"
"256","GSE199994_HD1+GSE149614_HCC_Epi",7176,100,"scATOMIC",0.4,1,"Sensitivity"
"257","GSE199994_HD1+GSM3946506_Mela_cl",7079,3,"scATOMIC",0,1,"Sensitivity"
"258","GSE199994_HD1+GSM3946506_Mela_cl",7086,10,"scATOMIC",1,1,"Sensitivity"
"259","GSE199994_HD1+GSM3946506_Mela_cl",7101,25,"scATOMIC",1,1,"Sensitivity"
"260","GSE199994_HD1+GSM3946506_Mela_cl",7176,100,"scATOMIC",1,1,"Sensitivity"
"261","GSE199994_HD1+GSE215120_Melanoma",7079,3,"scATOMIC",0,1,"Sensitivity"
