"","Smp","Model","Group","variable","value","Classification","Group2","Group3"
"2656","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2657","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2658","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.7,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2659","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.73,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2660","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.7,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2661","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.734,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2662","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2663","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.92,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2664","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.96,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2665","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.8,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2666","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2667","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2668","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.98,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2669","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2670","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.93,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2671","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.6,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2672","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.9,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2673","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.996,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2674","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.8,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2675","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.365,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2676","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.8,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2677","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2678","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2679","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.38,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2680","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.38,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2681","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.3,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2682","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.414,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2683","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.97,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2684","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.72,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2685","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.66,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2686","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.5,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2687","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2688","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.97,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2689","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.68,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2690","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.95,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2691","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.734,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2692","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.2,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2693","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.7,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2694","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top1",0.976,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2695","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.9,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2696","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.55,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2697","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2698","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2699","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2700","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.48,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2701","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.62,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2702","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.55,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2703","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.62,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2704","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.985,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2705","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.875,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2706","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.84,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2707","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.7,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2708","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2709","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.98,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2710","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.88,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2711","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2712","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.878,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2713","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.4,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2714","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.95,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2715","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top2",0.99,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2716","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.9,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2717","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.715,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2718","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2719","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2720","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2721","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.64,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2722","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.78,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2723","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.7,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2724","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.722,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2725","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.995,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2726","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.895,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2727","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.92,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2728","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.9,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2729","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2730","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2731","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.93,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2732","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2733","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.932,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2734","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.6,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2735","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.95,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2736","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set3","Top3",0.996,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2737","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.6,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2738","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.395,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2739","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2740","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2741","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.8,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2742","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.38,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2743","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.42,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2744","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.55,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2745","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.404,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2746","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set4","Top1",0.99,"Top1","Metastatic cancer cells","Metastatic cancer cells"
