"","Accuracy","Sample","Immune cells added","Group","variable","value","Group2"
"1591",1,"CancerCellpseudoPBMC_7500_GSE178318_CRC_Epi_n500.csv","Immune cells
n=7500","500","F_0.5",1,"Primary cancer cell"
"1592",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n10.csv","Immune cells
n=7500","10","F_0.5",1,"Primary cancer cell"
"1593",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n100.csv","Immune cells
n=7500","100","F_0.5",1,"Primary cancer cell"
"1594",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n20.csv","Immune cells
n=7500","20","F_0.5",1,"Primary cancer cell"
"1595",1,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n5.csv","Immune cells
n=7500","5","F_0.5",1,"Primary cancer cell"
"1596",0.999875,"CancerCellpseudoPBMC_7500_GSE193337_Prostate_Epi_n500.csv","Immune cells
n=7500","500","F_0.5",0.999599358974359,"Primary cancer cell"
"1597",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n10.csv","Immune cells
n=7500","10","F_0.5",1,"Primary cancer cell"
"1598",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n100.csv","Immune cells
n=7500","100","F_0.5",1,"Primary cancer cell"
"1599",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n20.csv","Immune cells
n=7500","20","F_0.5",1,"Primary cancer cell"
"1600",1,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n5.csv","Immune cells
n=7500","5","F_0.5",1,"Primary cancer cell"
"1601",0.999875,"CancerCellpseudoPBMC_7500_GSE215120_Melanoma_n500.csv","Immune cells
n=7500","500","F_0.5",0.999599358974359,"Primary cancer cell"
"1602",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n10.csv","Immune cells
n=7500","10","F_0.5",1,"Primary cancer cell"
"1603",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n100.csv","Immune cells
n=7500","100","F_0.5",1,"Primary cancer cell"
"1604",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n20.csv","Immune cells
n=7500","20","F_0.5",1,"Primary cancer cell"
"1605",1,"CancerCellpseudoPBMC_7500_GSM3946506_Mela_cl_n5.csv","Immune cells
n=7500","5","F_0.5",1,"Primary cancer cell"
"1606",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n10.csv","Immune cells
n=7500","10","F_0.5",1,"Primary cancer cell"
"1607",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n100.csv","Immune cells
n=7500","100","F_0.5",1,"Primary cancer cell"
"1608",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n20.csv","Immune cells
n=7500","20","F_0.5",1,"Primary cancer cell"
"1609",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n5.csv","Immune cells
n=7500","5","F_0.5",1,"Primary cancer cell"
"1610",1,"CancerCellpseudoPBMC_7500_OMIX001073_GC_Epi_n500.csv","Immune cells
n=7500","500","F_0.5",1,"Primary cancer cell"
"1611",1,"predict_E-MTAB-11948_Cervix_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1612",1,"predict_E-MTAB-11948_Cervix_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1613",1,"predict_E-MTAB-11948_Cervix_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1614",1,"predict_E-MTAB-11948_Cervix_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1615",1,"predict_E-MTAB-11948_Cervix_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1616",1,"predict_E-MTAB-11948_Cervix_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1617",1,"predict_E-MTAB-11948_Cervix_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1618",1,"predict_E-MTAB-11948_Cervix_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1619",1,"predict_E-MTAB-11948_Cervix_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1620",1,"predict_E-MTAB-11948_Cervix_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1621",1,"predict_GSE127465_NSCLC2019_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1622",1,"predict_GSE127465_NSCLC2019_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1623",1,"predict_GSE127465_NSCLC2019_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1624",1,"predict_GSE127465_NSCLC2019_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1625",1,"predict_GSE127465_NSCLC2019_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1626",1,"predict_GSE127465_NSCLC2019_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1627",1,"predict_GSE127465_NSCLC2019_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1628",1,"predict_GSE127465_NSCLC2019_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1629",1,"predict_GSE132465_CRC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1630",1,"predict_GSE132465_CRC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1631",1,"predict_GSE132465_CRC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1632",1,"predict_GSE132465_CRC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1633",1,"predict_GSE132465_CRC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1634",1,"predict_GSE132465_CRC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1635",1,"predict_GSE132465_CRC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1636",1,"predict_GSE132465_CRC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1637",1,"predict_GSE132465_CRC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1638",1,"predict_GSE132465_CRC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1639",1,"predict_GSE148071_LUNG_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1640",1,"predict_GSE148071_LUNG_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1641",1,"predict_GSE148071_LUNG_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1642",1,"predict_GSE148071_LUNG_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1643",1,"predict_GSE148071_LUNG_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1644",1,"predict_GSE148071_LUNG_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1645",1,"predict_GSE148071_LUNG_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1646",1,"predict_GSE148071_LUNG_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1647",1,"predict_GSE148071_LUNG_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1648",1,"predict_GSE148071_LUNG_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1649",1,"predict_GSE149614_HCC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1650",1,"predict_GSE149614_HCC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1651",1,"predict_GSE149614_HCC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1652",1,"predict_GSE149614_HCC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1653",1,"predict_GSE149614_HCC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1654",1,"predict_GSE149614_HCC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1655",1,"predict_GSE149614_HCC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1656",1,"predict_GSE149614_HCC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1657",1,"predict_GSE149614_HCC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1658",1,"predict_GSE149614_HCC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1659",1,"predict_GSE150430_NPC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1660",1,"predict_GSE150430_NPC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1661",1,"predict_GSE150430_NPC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1662",1,"predict_GSE150430_NPC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1663",1,"predict_GSE150430_NPC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1664",1,"predict_GSE150430_NPC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1665",1,"predict_GSE150430_NPC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1666",1,"predict_GSE150430_NPC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1667",0.999689440993789,"predict_GSE150430_NPC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",0.999599358974359,"Primary cancer cell"
"1668",0.999867233138609,"predict_GSE150430_NPC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",0.999599358974359,"Primary cancer cell"
"1669",1,"predict_GSE150825_NPC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1670",1,"predict_GSE150825_NPC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1671",1,"predict_GSE150825_NPC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1672",1,"predict_GSE150825_NPC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1673",1,"predict_GSE150825_NPC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1674",1,"predict_GSE150825_NPC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1675",1,"predict_GSE155698_PDAC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1676",1,"predict_GSE155698_PDAC_Epi_n10_GSE199994_HD1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1677",1,"predict_GSE155698_PDAC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1678",1,"predict_GSE155698_PDAC_Epi_n100_GSE199994_HD1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1679",1,"predict_GSE155698_PDAC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1680",1,"predict_GSE155698_PDAC_Epi_n20_GSE199994_HD1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1681",1,"predict_GSE155698_PDAC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1682",1,"predict_GSE155698_PDAC_Epi_n5_GSE199994_HD1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1683",0.999068322981366,"predict_GSE155698_PDAC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",0.99879421221865,"Primary cancer cell"
"1684",0.999601699415826,"predict_GSE155698_PDAC_Epi_n500_GSE199994_HD1.csv","GSE155698 HD1
n=2720","500","F_0.5",0.99879421221865,"Primary cancer cell"
"1685",1,"predict_GSE162025_NPC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1686",1,"predict_GSE162025_NPC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1687",1,"predict_GSE162025_NPC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1688",1,"predict_GSE162025_NPC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1689",1,"predict_GSE162025_NPC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1690",1,"predict_GSE162025_NPC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1691",1,"predict_GSE162025_NPC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1692",1,"predict_GSE162025_NPC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1693",1,"predict_GSE168652_Cervix_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1694",1,"predict_GSE168652_Cervix_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1695",1,"predict_GSE168652_Cervix_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1696",1,"predict_GSE168652_Cervix_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1697",1,"predict_GSE168652_Cervix_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1698",1,"predict_GSE168652_Cervix_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1699",1,"predict_GSE168652_Cervix_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1700",1,"predict_GSE168652_Cervix_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1701",1,"predict_GSE168652_Cervix_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1702",1,"predict_GSE168652_Cervix_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1703",1,"predict_GSE173682_Endome_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1704",1,"predict_GSE173682_Endome_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1705",1,"predict_GSE173682_Endome_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1706",1,"predict_GSE173682_Endome_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1707",1,"predict_GSE173682_Endome_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1708",1,"predict_GSE173682_Endome_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1709",1,"predict_GSE173682_Endome_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1710",1,"predict_GSE173682_Endome_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1711",1,"predict_GSE173682_Endome_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1712",1,"predict_GSE173682_Endome_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1713",1,"predict_GSE173682_Ovarian_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1714",1,"predict_GSE173682_Ovarian_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1715",1,"predict_GSE173682_Ovarian_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1716",1,"predict_GSE173682_Ovarian_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1717",1,"predict_GSE173682_Ovarian_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1718",1,"predict_GSE173682_Ovarian_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1719",1,"predict_GSE173682_Ovarian_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1720",1,"predict_GSE173682_Ovarian_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1721",1,"predict_GSE173682_Ovarian_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1722",1,"predict_GSE173682_Ovarian_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1723",1,"predict_GSE176031_Prostate_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1724",1,"predict_GSE176031_Prostate_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1725",1,"predict_GSE176031_Prostate_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1726",1,"predict_GSE176031_Prostate_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1727",1,"predict_GSE176031_Prostate_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1728",1,"predict_GSE176031_Prostate_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1729",1,"predict_GSE176031_Prostate_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1730",1,"predict_GSE176031_Prostate_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1731",1,"predict_GSE176078_BC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1732",1,"predict_GSE176078_BC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1733",1,"predict_GSE176078_BC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1734",1,"predict_GSE176078_BC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1735",1,"predict_GSE176078_BC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1736",1,"predict_GSE176078_BC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1737",1,"predict_GSE176078_BC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1738",1,"predict_GSE176078_BC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1739",1,"predict_GSE176078_BC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1740",1,"predict_GSE176078_BC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1741",1,"predict_GSE178318_CRC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1742",1,"predict_GSE178318_CRC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1743",1,"predict_GSE178318_CRC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1744",1,"predict_GSE178318_CRC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1745",1,"predict_GSE178318_CRC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1746",1,"predict_GSE178318_CRC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1747",1,"predict_GSE178318_CRC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1748",1,"predict_GSE178318_CRC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1749",1,"predict_GSE178318_CRC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",1,"Primary cancer cell"
"1750",1,"predict_GSE178318_CRC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",1,"Primary cancer cell"
"1751",1,"predict_GSE193337_Prostate_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1752",1,"predict_GSE193337_Prostate_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
"1753",1,"predict_GSE193337_Prostate_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","F_0.5",1,"Primary cancer cell"
"1754",1,"predict_GSE193337_Prostate_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","F_0.5",1,"Primary cancer cell"
"1755",1,"predict_GSE193337_Prostate_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","F_0.5",1,"Primary cancer cell"
"1756",1,"predict_GSE193337_Prostate_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","F_0.5",1,"Primary cancer cell"
"1757",1,"predict_GSE193337_Prostate_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","F_0.5",1,"Primary cancer cell"
"1758",1,"predict_GSE193337_Prostate_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","F_0.5",1,"Primary cancer cell"
"1759",0.999689440993789,"predict_GSE193337_Prostate_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","F_0.5",0.999599358974359,"Primary cancer cell"
"1760",0.999867233138609,"predict_GSE193337_Prostate_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","F_0.5",0.999599358974359,"Primary cancer cell"
"1761",1,"predict_GSE215120_Melanoma_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","F_0.5",1,"Primary cancer cell"
"1762",1,"predict_GSE215120_Melanoma_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","F_0.5",1,"Primary cancer cell"
