"","Accuracy","Sample","Immune cells added","Group","variable","value","Group2"
"660",1,"predict_GSE176078_BC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","Specificity",1,"Primary cancer cell"
"661",1,"predict_GSE176078_BC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","Specificity",1,"Primary cancer cell"
"662",1,"predict_GSE176078_BC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","Specificity",1,"Primary cancer cell"
"663",1,"predict_GSE176078_BC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","Specificity",1,"Primary cancer cell"
"664",1,"predict_GSE176078_BC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","Specificity",1,"Primary cancer cell"
"665",1,"predict_GSE176078_BC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","Specificity",1,"Primary cancer cell"
"666",1,"predict_GSE176078_BC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","Specificity",1,"Primary cancer cell"
"667",1,"predict_GSE176078_BC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","Specificity",1,"Primary cancer cell"
"668",1,"predict_GSE176078_BC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","Specificity",1,"Primary cancer cell"
"669",1,"predict_GSE176078_BC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","Specificity",1,"Primary cancer cell"
"670",1,"predict_GSE178318_CRC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","Specificity",1,"Primary cancer cell"
"671",1,"predict_GSE178318_CRC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","Specificity",1,"Primary cancer cell"
"672",1,"predict_GSE178318_CRC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","Specificity",1,"Primary cancer cell"
"673",1,"predict_GSE178318_CRC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","Specificity",1,"Primary cancer cell"
"674",1,"predict_GSE178318_CRC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","Specificity",1,"Primary cancer cell"
"675",1,"predict_GSE178318_CRC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","Specificity",1,"Primary cancer cell"
"676",1,"predict_GSE178318_CRC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","Specificity",1,"Primary cancer cell"
"677",1,"predict_GSE178318_CRC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","Specificity",1,"Primary cancer cell"
"678",1,"predict_GSE178318_CRC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","Specificity",1,"Primary cancer cell"
"679",1,"predict_GSE178318_CRC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","Specificity",1,"Primary cancer cell"
"680",1,"predict_GSE193337_Prostate_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","Specificity",1,"Primary cancer cell"
"681",1,"predict_GSE193337_Prostate_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","Specificity",1,"Primary cancer cell"
"682",1,"predict_GSE193337_Prostate_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","Specificity",1,"Primary cancer cell"
"683",1,"predict_GSE193337_Prostate_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","Specificity",1,"Primary cancer cell"
"684",1,"predict_GSE193337_Prostate_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","Specificity",1,"Primary cancer cell"
"685",1,"predict_GSE193337_Prostate_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","Specificity",1,"Primary cancer cell"
"686",1,"predict_GSE193337_Prostate_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","Specificity",1,"Primary cancer cell"
"687",1,"predict_GSE193337_Prostate_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","Specificity",1,"Primary cancer cell"
"688",0.999689440993789,"predict_GSE193337_Prostate_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","Specificity",1,"Primary cancer cell"
"689",0.999867233138609,"predict_GSE193337_Prostate_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","Specificity",1,"Primary cancer cell"
"690",1,"predict_GSE215120_Melanoma_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","Specificity",1,"Primary cancer cell"
"691",1,"predict_GSE215120_Melanoma_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","Specificity",1,"Primary cancer cell"
"692",1,"predict_GSE215120_Melanoma_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","Specificity",1,"Primary cancer cell"
"693",1,"predict_GSE215120_Melanoma_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","Specificity",1,"Primary cancer cell"
"694",1,"predict_GSE215120_Melanoma_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","Specificity",1,"Primary cancer cell"
"695",1,"predict_GSE215120_Melanoma_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","Specificity",1,"Primary cancer cell"
"696",1,"predict_GSE215120_Melanoma_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","Specificity",1,"Primary cancer cell"
"697",1,"predict_GSE215120_Melanoma_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","Specificity",1,"Primary cancer cell"
"698",0.999689440993789,"predict_GSE215120_Melanoma_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","Specificity",1,"Primary cancer cell"
"699",0.999867233138609,"predict_GSE215120_Melanoma_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","Specificity",1,"Primary cancer cell"
"700",1,"predict_GSM3946506_Mela_cl_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","Specificity",1,"Primary cancer cell"
"701",1,"predict_GSM3946506_Mela_cl_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","Specificity",1,"Primary cancer cell"
"702",1,"predict_GSM3946506_Mela_cl_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","Specificity",1,"Primary cancer cell"
"703",1,"predict_GSM3946506_Mela_cl_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","Specificity",1,"Primary cancer cell"
"704",1,"predict_GSM3946506_Mela_cl_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","Specificity",1,"Primary cancer cell"
"705",1,"predict_GSM3946506_Mela_cl_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","Specificity",1,"Primary cancer cell"
"706",1,"predict_GSM3946506_Mela_cl_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","Specificity",1,"Primary cancer cell"
"707",1,"predict_GSM3946506_Mela_cl_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","Specificity",1,"Primary cancer cell"
"708",1,"predict_OMIX001073_GC_Epi_n10_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","10","Specificity",1,"Primary cancer cell"
"709",1,"predict_OMIX001073_GC_Epi_n10_GSE199994_HD1.csv","GSE199994 HD1
n=7032","10","Specificity",1,"Primary cancer cell"
"710",1,"predict_OMIX001073_GC_Epi_n100_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","100","Specificity",1,"Primary cancer cell"
"711",1,"predict_OMIX001073_GC_Epi_n100_GSE199994_HD1.csv","GSE199994 HD1
n=7032","100","Specificity",1,"Primary cancer cell"
"712",1,"predict_OMIX001073_GC_Epi_n20_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","20","Specificity",1,"Primary cancer cell"
"713",1,"predict_OMIX001073_GC_Epi_n20_GSE199994_HD1.csv","GSE199994 HD1
n=7032","20","Specificity",1,"Primary cancer cell"
"714",1,"predict_OMIX001073_GC_Epi_n5_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","5","Specificity",1,"Primary cancer cell"
"715",1,"predict_OMIX001073_GC_Epi_n5_GSE199994_HD1.csv","GSE199994 HD1
n=7032","5","Specificity",1,"Primary cancer cell"
"716",1,"predict_OMIX001073_GC_Epi_n500_GSE155698_Healthy_PBMC_1.csv","GSE155698 HD1
n=2720","500","Specificity",1,"Primary cancer cell"
"717",1,"predict_OMIX001073_GC_Epi_n500_GSE199994_HD1.csv","GSE199994 HD1
n=7032","500","Specificity",1,"Primary cancer cell"
"718",1,"CancerCellpseudoPBMC_10000_E-MTAB-11948_Cervix_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"719",1,"CancerCellpseudoPBMC_10000_E-MTAB-11948_Cervix_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"720",1,"CancerCellpseudoPBMC_10000_E-MTAB-11948_Cervix_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"721",1,"CancerCellpseudoPBMC_10000_E-MTAB-11948_Cervix_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"722",1,"CancerCellpseudoPBMC_10000_E-MTAB-11948_Cervix_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"723",1,"CancerCellpseudoPBMC_10000_GSE127465_NSCLC2019_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"724",1,"CancerCellpseudoPBMC_10000_GSE127465_NSCLC2019_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"725",1,"CancerCellpseudoPBMC_10000_GSE127465_NSCLC2019_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"726",1,"CancerCellpseudoPBMC_10000_GSE127465_NSCLC2019_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"727",1,"CancerCellpseudoPBMC_10000_GSE132465_CRC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"728",1,"CancerCellpseudoPBMC_10000_GSE132465_CRC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"729",1,"CancerCellpseudoPBMC_10000_GSE132465_CRC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"730",1,"CancerCellpseudoPBMC_10000_GSE132465_CRC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"731",1,"CancerCellpseudoPBMC_10000_GSE132465_CRC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"732",1,"CancerCellpseudoPBMC_10000_GSE148071_LUNG_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"733",1,"CancerCellpseudoPBMC_10000_GSE148071_LUNG_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"734",1,"CancerCellpseudoPBMC_10000_GSE148071_LUNG_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"735",1,"CancerCellpseudoPBMC_10000_GSE148071_LUNG_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"736",1,"CancerCellpseudoPBMC_10000_GSE148071_LUNG_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"737",1,"CancerCellpseudoPBMC_10000_GSE149614_HCC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"738",1,"CancerCellpseudoPBMC_10000_GSE149614_HCC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"739",1,"CancerCellpseudoPBMC_10000_GSE149614_HCC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"740",1,"CancerCellpseudoPBMC_10000_GSE149614_HCC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"741",1,"CancerCellpseudoPBMC_10000_GSE149614_HCC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"742",1,"CancerCellpseudoPBMC_10000_GSE150430_NPC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"743",1,"CancerCellpseudoPBMC_10000_GSE150430_NPC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"744",1,"CancerCellpseudoPBMC_10000_GSE150430_NPC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"745",1,"CancerCellpseudoPBMC_10000_GSE150430_NPC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"746",0.999904761904762,"CancerCellpseudoPBMC_10000_GSE150430_NPC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",0.998,"Primary cancer cell"
"747",1,"CancerCellpseudoPBMC_10000_GSE150825_NPC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"748",1,"CancerCellpseudoPBMC_10000_GSE150825_NPC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"749",1,"CancerCellpseudoPBMC_10000_GSE150825_NPC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"750",1,"CancerCellpseudoPBMC_10000_GSE150825_NPC_Epi_n50.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"751",1,"CancerCellpseudoPBMC_10000_GSE155698_PDAC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"752",1,"CancerCellpseudoPBMC_10000_GSE155698_PDAC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"753",1,"CancerCellpseudoPBMC_10000_GSE155698_PDAC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"754",1,"CancerCellpseudoPBMC_10000_GSE155698_PDAC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"755",0.999714285714286,"CancerCellpseudoPBMC_10000_GSE155698_PDAC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",0.994,"Primary cancer cell"
"756",1,"CancerCellpseudoPBMC_10000_GSE162025_NPC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"757",1,"CancerCellpseudoPBMC_10000_GSE162025_NPC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"758",1,"CancerCellpseudoPBMC_10000_GSE162025_NPC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"759",1,"CancerCellpseudoPBMC_10000_GSE162025_NPC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"760",1,"CancerCellpseudoPBMC_10000_GSE168652_Cervix_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"761",1,"CancerCellpseudoPBMC_10000_GSE168652_Cervix_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"762",1,"CancerCellpseudoPBMC_10000_GSE168652_Cervix_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"763",1,"CancerCellpseudoPBMC_10000_GSE168652_Cervix_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"764",1,"CancerCellpseudoPBMC_10000_GSE168652_Cervix_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"765",1,"CancerCellpseudoPBMC_10000_GSE173682_Endome_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"766",1,"CancerCellpseudoPBMC_10000_GSE173682_Endome_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"767",1,"CancerCellpseudoPBMC_10000_GSE173682_Endome_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"768",1,"CancerCellpseudoPBMC_10000_GSE173682_Endome_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"769",1,"CancerCellpseudoPBMC_10000_GSE173682_Endome_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"770",1,"CancerCellpseudoPBMC_10000_GSE173682_Ovarian_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"771",1,"CancerCellpseudoPBMC_10000_GSE173682_Ovarian_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"772",1,"CancerCellpseudoPBMC_10000_GSE173682_Ovarian_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"773",1,"CancerCellpseudoPBMC_10000_GSE173682_Ovarian_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"774",1,"CancerCellpseudoPBMC_10000_GSE173682_Ovarian_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"775",1,"CancerCellpseudoPBMC_10000_GSE176031_Prostate_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"776",1,"CancerCellpseudoPBMC_10000_GSE176031_Prostate_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"777",1,"CancerCellpseudoPBMC_10000_GSE176031_Prostate_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"778",1,"CancerCellpseudoPBMC_10000_GSE176031_Prostate_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"779",1,"CancerCellpseudoPBMC_10000_GSE176078_BC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"780",1,"CancerCellpseudoPBMC_10000_GSE176078_BC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"781",1,"CancerCellpseudoPBMC_10000_GSE176078_BC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"782",1,"CancerCellpseudoPBMC_10000_GSE176078_BC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"783",1,"CancerCellpseudoPBMC_10000_GSE176078_BC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"784",1,"CancerCellpseudoPBMC_10000_GSE178318_CRC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"785",1,"CancerCellpseudoPBMC_10000_GSE178318_CRC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"786",1,"CancerCellpseudoPBMC_10000_GSE178318_CRC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"787",1,"CancerCellpseudoPBMC_10000_GSE178318_CRC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"788",1,"CancerCellpseudoPBMC_10000_GSE178318_CRC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"789",1,"CancerCellpseudoPBMC_10000_GSE193337_Prostate_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"790",1,"CancerCellpseudoPBMC_10000_GSE193337_Prostate_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"791",1,"CancerCellpseudoPBMC_10000_GSE193337_Prostate_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"792",1,"CancerCellpseudoPBMC_10000_GSE193337_Prostate_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"793",0.999904761904762,"CancerCellpseudoPBMC_10000_GSE193337_Prostate_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",0.998,"Primary cancer cell"
"794",1,"CancerCellpseudoPBMC_10000_GSE215120_Melanoma_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"795",1,"CancerCellpseudoPBMC_10000_GSE215120_Melanoma_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"796",1,"CancerCellpseudoPBMC_10000_GSE215120_Melanoma_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"797",1,"CancerCellpseudoPBMC_10000_GSE215120_Melanoma_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"798",0.999904761904762,"CancerCellpseudoPBMC_10000_GSE215120_Melanoma_n500.csv","Immune cells
n=10000","500","Sensitivity",0.998,"Primary cancer cell"
"799",1,"CancerCellpseudoPBMC_10000_GSM3946506_Mela_cl_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"800",1,"CancerCellpseudoPBMC_10000_GSM3946506_Mela_cl_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"801",1,"CancerCellpseudoPBMC_10000_GSM3946506_Mela_cl_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"802",1,"CancerCellpseudoPBMC_10000_GSM3946506_Mela_cl_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"803",1,"CancerCellpseudoPBMC_10000_OMIX001073_GC_Epi_n10.csv","Immune cells
n=10000","10","Sensitivity",1,"Primary cancer cell"
"804",1,"CancerCellpseudoPBMC_10000_OMIX001073_GC_Epi_n100.csv","Immune cells
n=10000","100","Sensitivity",1,"Primary cancer cell"
"805",1,"CancerCellpseudoPBMC_10000_OMIX001073_GC_Epi_n20.csv","Immune cells
n=10000","20","Sensitivity",1,"Primary cancer cell"
"806",1,"CancerCellpseudoPBMC_10000_OMIX001073_GC_Epi_n5.csv","Immune cells
n=10000","5","Sensitivity",1,"Primary cancer cell"
"807",1,"CancerCellpseudoPBMC_10000_OMIX001073_GC_Epi_n500.csv","Immune cells
n=10000","500","Sensitivity",1,"Primary cancer cell"
"808",1,"CancerCellpseudoPBMC_7500_E-MTAB-11948_Cervix_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"809",1,"CancerCellpseudoPBMC_7500_E-MTAB-11948_Cervix_Epi_n100.csv","Immune cells
n=7500","100","Sensitivity",1,"Primary cancer cell"
"810",1,"CancerCellpseudoPBMC_7500_E-MTAB-11948_Cervix_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"811",1,"CancerCellpseudoPBMC_7500_E-MTAB-11948_Cervix_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
"812",1,"CancerCellpseudoPBMC_7500_E-MTAB-11948_Cervix_Epi_n500.csv","Immune cells
n=7500","500","Sensitivity",1,"Primary cancer cell"
"813",1,"CancerCellpseudoPBMC_7500_GSE127465_NSCLC2019_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"814",1,"CancerCellpseudoPBMC_7500_GSE127465_NSCLC2019_Epi_n100.csv","Immune cells
n=7500","100","Sensitivity",1,"Primary cancer cell"
"815",1,"CancerCellpseudoPBMC_7500_GSE127465_NSCLC2019_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"816",1,"CancerCellpseudoPBMC_7500_GSE127465_NSCLC2019_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
"817",1,"CancerCellpseudoPBMC_7500_GSE132465_CRC_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"818",1,"CancerCellpseudoPBMC_7500_GSE132465_CRC_Epi_n100.csv","Immune cells
n=7500","100","Sensitivity",1,"Primary cancer cell"
"819",1,"CancerCellpseudoPBMC_7500_GSE132465_CRC_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"820",1,"CancerCellpseudoPBMC_7500_GSE132465_CRC_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
"821",1,"CancerCellpseudoPBMC_7500_GSE132465_CRC_Epi_n500.csv","Immune cells
n=7500","500","Sensitivity",1,"Primary cancer cell"
"822",1,"CancerCellpseudoPBMC_7500_GSE148071_LUNG_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"823",1,"CancerCellpseudoPBMC_7500_GSE148071_LUNG_Epi_n100.csv","Immune cells
n=7500","100","Sensitivity",1,"Primary cancer cell"
"824",1,"CancerCellpseudoPBMC_7500_GSE148071_LUNG_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"825",1,"CancerCellpseudoPBMC_7500_GSE148071_LUNG_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
"826",1,"CancerCellpseudoPBMC_7500_GSE148071_LUNG_Epi_n500.csv","Immune cells
n=7500","500","Sensitivity",1,"Primary cancer cell"
"827",1,"CancerCellpseudoPBMC_7500_GSE149614_HCC_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"828",1,"CancerCellpseudoPBMC_7500_GSE149614_HCC_Epi_n100.csv","Immune cells
n=7500","100","Sensitivity",1,"Primary cancer cell"
"829",1,"CancerCellpseudoPBMC_7500_GSE149614_HCC_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"830",1,"CancerCellpseudoPBMC_7500_GSE149614_HCC_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
"831",1,"CancerCellpseudoPBMC_7500_GSE149614_HCC_Epi_n500.csv","Immune cells
n=7500","500","Sensitivity",1,"Primary cancer cell"
"832",1,"CancerCellpseudoPBMC_7500_GSE150430_NPC_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"833",1,"CancerCellpseudoPBMC_7500_GSE150430_NPC_Epi_n100.csv","Immune cells
n=7500","100","Sensitivity",1,"Primary cancer cell"
"834",1,"CancerCellpseudoPBMC_7500_GSE150430_NPC_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"835",1,"CancerCellpseudoPBMC_7500_GSE150430_NPC_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
"836",0.999875,"CancerCellpseudoPBMC_7500_GSE150430_NPC_Epi_n500.csv","Immune cells
n=7500","500","Sensitivity",0.998,"Primary cancer cell"
"837",1,"CancerCellpseudoPBMC_7500_GSE150825_NPC_Epi_n10.csv","Immune cells
n=7500","10","Sensitivity",1,"Primary cancer cell"
"838",1,"CancerCellpseudoPBMC_7500_GSE150825_NPC_Epi_n20.csv","Immune cells
n=7500","20","Sensitivity",1,"Primary cancer cell"
"839",1,"CancerCellpseudoPBMC_7500_GSE150825_NPC_Epi_n5.csv","Immune cells
n=7500","5","Sensitivity",1,"Primary cancer cell"
